FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
177.45596,0,38.018333,49.751183,0,0,0,2.5521178E+38,0,0,1932.4282,1288.2855,1.4158902
177.3376,0,52,51.64483,0,0,0,2.5521178E+38,0,0,1969.6151,1313.0767,1.443137
175.65367,0,52,51.73105,0,0,0,2.5521178E+38,0,0,1958.0476,1305.365,1.4346615
173.78935,0,52,51.793015,0,0,0,7.975368E+36,0,0,1972.4904,1314.9935,1.4452437
174.82304,0,52,51.770866,0,0,0,2.6310492E+36,0,0,1931.533,1287.6886,1.4152342
179.14163,0,52,51.654644,0,0,0,0,0,0,1930.4486,1286.9657,1.4144398
182.53514,0,52,51.53666,0,0,0,7.7336904E+36,0,0,1922.5214,1281.6809,1.4086314
171.66986,0,52,51.955658,0,0,0,5.2084036E+36,0,0,1837.2433,1224.8289,1.3461481
161.87102,0,52,52.299877,0,0,0,2.6310492E+36,0,0,1962.3296,1308.2196,1.4377989
162.84126,0,52,52.274723,0,0,0,7.7336904E+36,0,0,1980.7336,1320.489,1.4512836
161.577,0,52,52.242973,0,0,0,0,0,0,1974.887,1316.5913,1.4469997
164.1192,0,52,52.15096,0,0,0,0,0,0,1937.2311,1291.4873,1.4194093
164.36589,0,52,52.052708,0,0,0,5.2084036E+36,0,0,1954.4536,1302.969,1.4320282
164.41583,0,52,52.017204,0,0,0,1.5012458E+37,0,0,1853.8887,1235.9257,1.3583442
170.77931,0,52,51.7461,0,0,0,7.7336904E+36,0,0,1928.8083,1285.8722,1.4132379
171.67508,0,52,51.622425,0,0,0,2.6310492E+36,0,0,1938.5369,1292.3579,1.420366
172.66803,0,52,51.598785,0,0,0,2.6310492E+36,0,0,1941.321,1294.2139,1.422406
172.72302,0,52,51.56756,0,0,0,2.2192328E+37,0,0,1955.4016,1303.601,1.4327228
167.53775,0,51.093773,51.385105,0,0,0,8.0593194E+36,0,0,1934.7246,1289.8163,1.4175727
299.2655,0,21.606916,42.973213,0,0,0,1.0208471E+37,0,0,1898.9716,1265.981,1.3913765
288.61267,0,0,0,0,0,0,8.902736E+36,0,0,1910.8568,1273.9045,1.4000849
302.51526,0,44.767963,45.372276,0,0,0,1.0473808E+36,0,0,1746.6504,1164.4336,1.2797707
303.63144,0,52,46.138973,0,0,0,299.96497,0,0,1695.4847,1130.3231,1.2422817
303.5141,0,52,46.234474,0,0,0,299.56375,0,0,1706.4808,1137.6538,1.2503384
306.16434,0,52,46.20403,0,0,0,302.09787,0,0,1702.8396,1135.2263,1.2476705
308.83472,0,52,46.156456,0,0,0,304.67465,0,0,1698.5005,1132.3336,1.2444913
310.50745,0,52,46.114616,0,0,0,306.46005,0,0,1694.7288,1129.8192,1.2417278
316.15936,0,52,45.933834,0,0,0,311.59695,0,0,1532.9843,1021.9895,1.1232176
316.6585,0,52,45.97181,0,0,0,312.07855,0,0,1865.9502,1243.9668,1.3671818
311.81165,0,38.7676,44.6109,0,0,0,3.2719458E+35,0,0,1646.5126,1097.675,1.2063998
263.29434,0,36.600334,46.18265,0,0,0,4.1096904E+35,0,0,1748.7346,1165.823,1.2812979
267.48746,0,52,48.069466,0,0,0,266.1934,0,0,1742.6648,1161.7765,1.2768506
275.84192,0,52,47.806065,0,0,0,274.1595,0,0,1743.9835,1162.6556,1.2778168
283.30695,0,52,47.531918,0,0,0,281.122,0,0,1748.1211,1165.414,1.2808484
290.9938,0,52,47.218403,0,0,0,288.35745,0,0,1753.3824,1168.9216,1.2847034
295.79428,0,52,47.052048,0,0,0,292.7789,0,0,1725.5654,1150.377,1.2643218
298.07913,0,52,46.967712,0,0,0,294.7398,0,0,1775.3331,1183.5554,1.3007866
302.51944,0,52,46.795174,0,0,0,299.0089,0,0,1648.4093,1098.9395,1.2077895
301.1563,0,52,46.823647,0,0,0,297.86996,0,0,1733.0399,1155.3599,1.2697983
302.89395,0,52,46.78239,0,0,0,299.38223,0,0,1768.5902,1179.06,1.2958461
304.37573,0,52,46.72725,0,0,0,300.81964,0,0,1739.6984,781.6036,1.274677
303.6055,0,52,46.76542,0,0,0,300.08014,0,0,1751.0192,786.6897,1.2829717
299.03198,0,52,46.954136,0,0,0,295.81088,0,0,1726.2139,775.5453,1.264797
296.4505,0,52,47.039936,0,0,0,293.28662,0,0,1741.7289,782.5158,1.2761648
300.4455,0,52,46.906456,0,0,0,296.98688,0,0,1714.4272,770.2499,1.2561609
