FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
187.71356,4439.0166,50,72.03843,3284.6404,100.899994,98.02979,300.97708,0,0,2652.3765,5508.782,2.2683125
187.30167,4439.088,50,72.072975,3289.08,100.899994,98.02977,301.28836,0,0,2725.3433,5660.328,2.3307135
187.74341,4440.2437,50,72.034966,3298.1401,100.899994,98.03206,302.2248,0,0,2794.4666,5803.892,2.389828
188.1654,4441.043,50,72.03212,3304.3354,101.03404,98.03397,303.1633,0,0,2752.3118,5716.34,2.353777
188.53827,4442.065,50,72.02509,3308.7056,101.06231,98.016785,303.73962,0,0,1157.9218,5775.742,0.99025464
188.25154,4442.2896,50,72.00912,3312.6296,101.070915,98.02206,304.08847,0,0,1184.2021,5906.83,1.0127298
189.0251,4443.137,50,72.054054,3316.5479,101.096924,98.01963,305.29144,0,0,1188.857,5930.049,1.0167106
185.99812,4248.752,42.161552,71.04931,3296.9478,92.848175,93.23374,288.13367,0,0,1219.5413,6083.1025,1.0429517
189.53136,4440.1274,50,71.90363,3318.3591,101.00303,97.96185,306.50293,0,0,1225.8495,6114.568,1.0483465
189.05182,4440.5996,50,71.97797,3321.2993,101.06126,97.96869,306.88196,0,0,1237.8822,6174.5874,1.0586369
189.43558,4440.5664,50,72.04905,3328.3389,101.00101,97.97224,307.7649,0,0,1820.9379,6456.0522,1.557266
189.6733,4440.7866,50,71.987595,3338.6226,101,97.98345,308.55322,0,0,1797.7314,6373.7754,1.53742
177.92674,3696.7969,27.821098,67.5394,3229.3174,77.705,84.62746,2.3762734E+35,0,0,1793.6624,6359.348,1.5339401
189.48206,4441.6987,50,71.93922,3323.9893,101.04722,97.93875,310.3127,0,0,1619.3188,5741.221,1.3848414
190.23668,4419.1885,48.442223,71.614204,3330.861,100.48541,97.46748,1.8655832E+35,0,0,1628.4915,5773.742,1.3926859
190.1352,4408.743,50,70.76178,3353.5918,101.1,97.6965,307.10812,0,0,1617.7177,5735.5444,1.3834722
183.2644,3888.4973,34.38131,69.176285,3373.1816,101.1,93.4399,266.4664,0,0,3039.5803,5644.9346,2.5994492
172.58733,4194.9067,32.142857,69.10772,3373.5881,101.430244,94.13388,240.90152,0,0,3077.4639,5715.29,2.6318471
171.31801,3756.0764,24.699738,65.08784,3237.3071,81.95366,81.25912,2.7353888E+35,0,0,3258.5425,6051.5786,2.7867055
184.59532,3914.423,30.851759,68.13575,3400.5789,101.77346,93.03474,246.69618,0,0,3090.7227,5739.913,2.643186
195.50269,4448.668,50,72.08436,3397.335,101.401924,97.94246,293.79504,0,0,3031.275,5629.5103,2.5923462
197.01079,4448.686,50,72.09041,3376.942,100.87347,97.966515,294.40717,0,0,3021.5906,5611.525,2.5840642
197.72072,4449.818,50,72.11867,3339.9897,100.9,97.99084,294.35797,0,0,2997.3042,5566.4224,2.5632946
194.8151,4383.3135,46.84111,71.75015,3383.2373,100.753845,96.699844,286.4905,0,0,2922.3323,5427.1885,2.4991786
194.2865,4445.096,50,72.088,3388.4329,100.6,98.008514,291.7774,0,0,2998.245,5568.1694,2.5640993
198.17052,4446.5903,50,71.99241,3363.304,100.6,98.01799,294.6222,0,0,2770.096,5144.464,2.3689861
199.41316,4451.1865,50,71.99296,3325.2395,100.6,98.01443,295.7241,0,0,3003.7583,5578.408,2.568814
195.24838,4449.8667,50,72.06495,3315.5356,100.6,98.01666,293.54944,0,0,3013.2417,5596.02,2.5769243
199.29333,4453.6577,50,72.00093,3314.0798,100.6,98.00164,296.865,0,0,2954.8394,5487.5586,2.5269785
194.33263,4452.4897,50,72.10205,3317.5776,100.6,98.0095,294.1984,0,0,1039.0574,5708.068,0.8886019
196.77576,4454.525,50,72.0928,3318.0862,100.6,98.010735,296.18225,0,0,1048.4535,5759.6855,0.89663744
197.46939,4459.1094,50,72.00157,3314.3477,100.6,98.00707,297.53653,0,0,1036.0114,5691.3345,0.88599694
198.63095,4446.784,49.489796,71.98604,3306.1135,99.775406,97.64004,298.78027,0,0,1018.34644,5594.292,0.8708899
198.99576,4465.1035,50,72.05006,3311.1946,100.6,97.998505,299.8909,0,0,1020.0074,5603.4165,0.87231034
200.2097,4465.7446,50,72.04526,3307.763,100.6,97.99393,301.35675,0,0,1017.1822,5587.896,0.8698942
200.89613,4465.901,50,72.04784,3307.4255,100.6,97.98399,302.62503,0,0,1015.0131,5575.9805,0.86803925
201.38182,4467.188,50,72.02654,3306.9,100.6,97.977295,303.6514,0,0,1018.6167,5595.777,0.87112105
201.73805,4468.154,50,72.054054,3307.582,100.6,97.95835,304.60138,0,0,1006.16895,5527.395,0.8604757
176.48936,3576.2173,14.659919,52.545067,3355.2212,100.36125,88.83842,198.46283,0,0,1013.3514,5566.8516,0.8666181
169.43051,3524.6592,4.562952,13.611349,3369.7244,99.685715,86.38126,173.98283,0,0,1016.7689,5585.626,0.8695408
203.53444,4470.677,50,72.00882,3304.8801,100.48,97.94792,306.7011,0,0,1013.68176,5568.6665,0.8669007
203.38531,4473.2905,50,72.00953,3305.0327,100.5,97.9496,307.46216,0,0,1000.1976,5494.5913,0.855369
205.20013,4474.206,50,72.02995,3304.6853,100.5,97.94259,309.16745,0,0,1022.77045,5618.595,0.8746733
205.44608,4475.023,50,72.09265,3303.7886,100.5,97.93454,309.93674,0,0,986.48676,5419.271,0.8436435
205.36342,4475.278,50,72.06062,3303.4707,100.5,97.9376,310.59378,0,0,997.9633,5482.3174,0.8534583
204.56444,4360.7876,45.157665,71.49809,3302.5837,100.33898,97.284134,300.85196,0,0,1001.3587,5500.9697,0.856362
205.05739,4477.241,50,71.96231,3298.1096,100.5,97.89156,311.92258,0,0,686.4907,5082.338,0.58708686
204.06226,4475.843,50,71.98723,3298.8848,100.5,97.87446,312.2052,0,0,693.26587,5132.497,0.59288096
200.83447,4341.909,25.586554,65.33012,3266.7766,99.54895,96.057304,233.72156,0,0,742.11163,5494.1196,0.63465387
126.39023,2096.1875,0.2897297,0.507606,2358.9004,42.355446,41.97876,2.5546725E+35,0,0,848.07153,6278.579,0.7252708
207.93901,4461.47,49.334904,71.886055,3240.002,100.47115,97.734375,315.31192,0,0,679.7487,5032.425,0.5813211
185.71991,3995.8464,27.783417,67.54103,3293.4382,100.066246,92.56264,247.51196,0,0,689.0811,5101.5156,0.5893022
207.99904,4473.9565,50,71.97356,3280.9893,100.499146,97.888306,315.69275,0,0,691.48706,5119.3276,0.59135973
208.37563,4475.4233,50,72.01301,3285.6987,100.5,97.87564,316.41656,0,0,681.7966,5047.5854,0.5830724
207.90256,4473.26,50,72.07855,3281.7544,100.5,97.86562,316.87308,0,0,680.1977,5035.7485,0.5817051
207.98112,4475.538,50,71.95322,3284.2559,100.5,97.8635,317.58292,0,0,676.71014,5009.929,0.57872254
209.59613,4475.6816,50,71.9982,3284.4873,100.5,97.848434,319.0528,0,0,677.62994,5016.7383,0.57950914
209.99896,4475.46,50,72.06216,3283.0332,100.5,97.84746,320.14505,0,0,685.10114,5072.051,0.5858985
209.41978,4472.734,50,71.93643,3273.6497,100.5,97.84077,320.43555,0,0,682.5294,5053.011,0.58369917
206.16719,4300.132,48.665604,71.67866,3277.4065,100.32524,96.34964,291.56705,0,0,685.98706,5078.6094,0.58665615
209.62918,4474.366,50,71.78805,3276.0496,100.5,97.83916,321.56552,0,0,680.0613,5034.7383,0.5815884
209.8692,4463.3555,49.056602,71.761696,3268.5432,100.5,97.81907,322.51624,0,0,670.6975,4965.4155,0.57358056
209.23152,4477.347,50,71.811386,3274.2727,100.5,97.81588,322.6198,0,0,658.2547,4873.2964,0.5629394
209.36385,4477.5635,50,71.74388,3273.5776,100.5,97.80098,323.65372,0,0,662.192,4902.446,0.5663066
209.25694,4477.908,50,71.68128,3272.8315,100.5,97.78443,324.39877,0,0,656.136,4857.611,0.5611275
210.23633,4476.0913,50,71.651535,3273.1318,100.5,97.78393,325.57513,0,0,658.5884,4875.767,0.5632248
210.95238,4475.226,50,71.75618,3273.3145,100.5,97.759964,326.71957,0,0,651.16693,4820.8237,0.556878
212.02846,4475.066,50,71.80436,3271.3782,100.5,97.74224,327.99286,0,0,648.7832,4803.176,0.55483943
211.89923,4473.271,50,71.650345,3269.514,100.5,97.74133,328.5972,0,0,653.113,4835.2305,0.55854225
214.57979,4474.088,50,71.70705,3269.4668,100.5,97.724915,330.93286,0,0,646.57275,4786.811,0.5529491
214.44261,4473.9575,50,71.75657,3267.0857,100.5,97.71101,331.57703,0,0,635.99725,4708.5166,0.54390484
216.99135,4474.935,50,71.666046,3268.0415,100.5,97.70306,333.92297,0,0,628.45654,4652.69,0.53745604
217.27234,4475.472,50,71.62268,3268.995,100.5,97.696236,335.0923,0,0,629.5878,4661.0654,0.53842354
210.37921,4423.2085,41.304348,71.1912,3277.594,100.613335,95.746635,309.73355,0,0,680.55676,5038.4067,0.5820121
142.52843,4181.731,34.896626,22.336226,3198.6777,94.18743,105.908775,283.9456,0,0,707.3645,5236.874,0.6049381
173.47232,3961.111,55.76504,22.094984,2939.0059,99.664055,114.42701,776.2038,0,0,1274.5552,200.6244,0.7236924
173.4737,3846.694,40.736847,18.356903,3072.3364,99.31921,109.67897,670.37585,0,0,1013.05475,111.3123,0.5752125
172.55843,3897.3997,51.094555,19.269487,2981.1794,99.84286,113.04365,716.01746,0,0,1000.82623,216.7239,0.56826913
173.3375,3889.576,52,19.188797,2956.3452,100.04444,113.62721,744.7935,0,0,978.18604,211.8212,0.555414
172.57529,3901.5752,52,19.094618,2947.9885,100.16681,113.807945,749.3227,0,0,1029.6825,222.9725,0.58465374
170.10869,3910.59,52,19.119534,2941.3582,100.24016,113.914,753.73584,0,0,987.3897,213.8143,0.56063986
171.37325,3906.0518,52,19.130564,2934.538,100.3,114.01731,748.50464,0,0,1014.33246,219.6486,0.5759379
171.21106,3918.459,52,19.129328,2927.2058,100.30606,114.1286,774.1732,0,0,999.82086,123.5733,0.56769824
167.23495,3846.1147,38.294426,16.71708,3026.593,100.08377,109.4916,681.1011,0,0,902.9739,95.891,0.51270854
172.80026,4209.6675,52,16.275837,2998.5442,100.3,114.624115,864.829,0,0,934.469,115.4961,0.5305915
173.0156,4257.245,53.13,18.43461,2999.2593,100.37125,115.18472,884.40576,0,0,810.70087,242.8415,0.46031594
172.94174,4335.981,55,22.065596,2996.0269,100.486176,116.1199,912.74884,0,0,863.88257,258.7718,0.49051252
173.40979,4314.739,49.175385,22.373758,3037.8538,100.768074,113.48142,803.86725,0,0,779.06384,364.9359,0.44235244
173.82709,3607.2612,34.32874,18.530949,3092.2112,100.88735,109.95574,285.04272,0,0,743.597,348.3222,0.42221436
173.07054,3438.5046,53,18.20699,2878.3005,100.99327,114.00894,334.2119,0,0,1093.6982,512.3197,0.62100184
173.88321,3783.273,54.110195,21.840698,2911.2134,101,116.34562,452.60962,0,0,1078.9987,505.434,0.61265546
171.89272,3821.2644,37.939056,24.64393,3119.3843,101.26103,109.76156,391.69617,0,0,1050.9899,492.3139,0.59675205
175.48935,4083.7258,60,25.87663,2890.3457,101.1,118.78977,467.93097,0,0,855.3566,808.7613,0.48567146
174.40636,4075.7776,60,25.916931,2928.9827,101.1,118.663155,483.03848,0,0,859.11633,812.3161,0.48780623
174.68526,4109.9736,60,26.053703,2951.6526,101.1,118.73087,472.52768,0,0,907.4668,858.0327,0.5152596
175.0381,4138.253,59.23077,26.276453,2965.7654,100.37567,118.29932,458.9676,0,0,886.96826,838.6508,0.50362056
178.96269,4163.53,40.625,25.8032,3049.2778,101.00729,117.36593,433.2011,0,0,727.0992,975.7091,0.4128469
172.2278,3982.0737,29.651905,25.633614,3228.0503,99.44367,111.19394,221.35545,0,0,805.68164,1081.1606,0.45746604
179.01976,4371.093,60,27.359152,2947.708,101.05255,118.255714,321.21506,0,0,778.42145,1044.5795,0.44198766
179.51517,4617.817,60,27.282578,3019.377,100.95941,118.473236,478.4046,0,0,431.08594,1086.8221,0.24477059
179.86102,4641.268,60,27.412773,3048.3242,100.9,118.30099,475.0651,0,0,433.67947,1093.3608,0.2462432
179.89261,4660.2065,60,27.349354,3069.1956,100.87361,118.242065,474.0237,0,0,412.7027,1110.1855,0.23433258
180.52269,4693.4116,60,27.522753,3092.2283,100.8,118.194565,467.15756,0,0,412.76028,1110.3405,0.23436528
180.76479,4724.057,60,27.501741,3114.1624,100.77643,118.14498,458.17053,0,0,449.06268,1207.9952,0.2549778
180.91191,4762.6562,60,27.527113,3139.5354,100.7,118.15161,443.67422,0,0,427.02917,1148.7242,0.24246715
181.02713,4777.953,60,27.640228,3154.5276,100.69902,118.16349,438.10666,0,0,432.93933,1164.6228,0.24582295
181.91075,4768.327,60,27.504103,3157.5532,100.64121,118.050316,442.65594,0,0,422.5809,1136.7583,0.23994143
181.1432,4784.4453,60,27.806087,3169.9858,100.6,118.07112,438.03064,0,0,428.81772,1153.5355,0.2434827
181.12013,4804.0415,59.411766,27.773973,3184.1958,98.93719,116.7088,425.89212,0,0,426.6017,1147.5743,0.24222444
181.29256,4825.539,60,27.99001,3200.996,100.52165,118.082825,422.9443,0,0,430.77255,1158.7941,0.24459265
181.4083,4831.301,60,27.940466,3209.8577,100.5,118.09045,420.49747,0,0,434.63867,1169.1941,0.24678783
276.32925,4853.4536,60,27.999323,3221.2126,100.45555,118.0782,423.20395,0,0,248.09178,1241.9489,0.14086652
181.43492,4850.5444,60,28.041718,3229.3274,100.4,118.17353,412.21902,0,0,260.01373,1301.6301,0.14763579
181.70746,4864.9785,60,28.055567,3240.7898,100.4,118.225426,406.27097,0,0,237.81197,1327.7701,0.13502963
181.8918,4875.9214,60,28.121508,3251.0051,100.4,118.26367,401.5879,0,0,237.52788,1326.184,0.13486832
181.82219,4883.3984,60,28.12503,3259.2834,100.4,118.27318,397.82114,0,0,238.62459,1332.3073,0.13549104
181.44635,4887.0596,60,28.226707,3264.1675,100.34253,118.26127,398.23907,0,0,236.67752,1321.4362,0.1343855
181.11693,4890.7285,60,28.174932,3270.5012,100.3,118.24909,395.24304,0,0,213.819,1354.9194,0.12140643
181.18272,4893.828,60,28.217691,3275.59,100.3,118.25409,394.09277,0,0,211.2022,1338.3372,0.1199206
178.44394,4769.762,53.877552,27.958853,3306.5315,100.97737,113.09464,369.12515,0,0,131.7836,1515.5114,0.074826725
195.96675,6553.5,60,51.261654,6553.5,5553.7,5553.7,734.9085,0,75.2726,3762.273,882.5084,3.3145623
197.52777,6553.5,60,51.291927,6553.5,5553.7,5553.7,737.8986,0,74.96611,3777.998,886.1971,3.3284163
196.11186,6553.5,41.71875,49.673843,6553.5,5553.7,5553.7,588.9124,0,73.933876,3472.7522,814.5962,3.0594945
192.7255,6553.5,20.113476,43.698593,6553.5,5553.7,5553.7,434.56863,0,69.1519,3066.6614,719.3403,2.7017286
196.75601,6553.5,60,51.46726,6553.5,5553.7,5553.7,749.95807,0,75.3086,3704.9128,869.05365,3.2640283
197.37065,6553.5,60,51.425278,6553.5,5553.7,5553.7,751.37366,0,75.151024,3772.4255,884.8899,3.3235068
197.33064,6553.5,60,51.47531,6553.5,5553.7,5553.7,752.66754,0,73.46894,3816.737,895.284,3.3625455
197.91876,6553.5,60,51.487244,6553.5,5553.7,5553.7,758.6885,0,75.686295,3805.2131,892.5808,3.3523927
198.7192,6553.5,60,51.51845,6553.5,5553.7,5553.7,767.8173,0,76.680374,3818.9424,895.80133,3.3644884
199.59227,6553.5,55.553783,51.56877,6490.4854,5553.7,5553.7,756.8636,0,76.450226,3858.6172,905.1077,3.3994417
199.93779,6553.5,60,51.65471,6553.5,5553.7,5553.7,775.70544,0,75.10235,3821.2969,896.3536,3.3665626
341.63202,6553.5,60,51.65464,6553.5,5553.7,5553.7,777.57935,0,75.71204,3819.5056,895.9334,3.3649845
200.41608,6553.5,60,51.645035,6553.5,5553.7,5553.7,780.5622,0,75.60251,3744.2273,878.2755,3.2986643
201.0739,6553.5,60,51.695267,6553.5,5553.7,5553.7,785.2824,0,76.47215,3704.2913,868.9078,3.2634804
201.16765,6553.5,60,51.726738,6553.5,5553.7,5553.7,794.5511,0,76.78848,3726.386,874.0905,3.2829459
201.55031,6553.5,60,51.794147,6553.5,5553.7,5553.7,801.9403,0,75.70473,3713.3528,871.0334,3.2714639
202.11664,6553.5,60,51.825176,6553.5,5553.7,5553.7,807.81067,0,75.46712,3620.248,849.194,3.1894386
202.66418,6553.5,60,51.84606,6553.5,5553.7,5553.7,808.8619,0,76.057304,3792.296,889.5509,3.3410127
203.01295,6553.5,60,51.900444,6553.5,5553.7,5553.7,817.71014,0,75.9712,3828.4307,898.027,3.3728476
196.15225,6553.5,31.753956,48.909245,6488.746,5553.7,5553.7,625.1443,0,72.100494,3889.7947,912.42096,3.4269092
203.73135,6553.5,60,51.953625,6553.5,5553.7,5553.7,818.53735,0,75.58118,3822.9438,896.7399,3.3680134
203.83363,6553.5,60,51.924576,6553.5,5553.7,5553.7,826.9048,0,75.29436,3842.9739,901.4383,3.38566
204.18538,6553.5,60,51.94535,6553.5,5553.7,5553.7,831.11285,0,75.32612,3865.663,906.76044,3.4056492
205.33139,6553.5,60,51.931923,6553.5,5553.7,5553.7,839.36816,0,75.85981,3865.0276,906.61145,3.4050894
206.20702,6553.5,60,51.98028,6553.5,5553.7,5553.7,842.8395,0,77.441315,3807.8389,893.1968,3.354706
206.40688,6553.5,60,52.002293,6553.5,5553.7,5553.7,853.1085,0,76.87795,3855.3596,904.34357,3.3965716
207.24065,6553.5,60,52.044712,6553.5,5553.7,5553.7,859.9808,0,77.031105,3881.5923,910.497,3.419683
207.00188,6553.5,60,52.06443,6553.5,5553.7,5553.7,861.3927,0,77.77822,3836.3735,899.8901,3.3798451
206.85596,6553.5,60,52.156273,6553.5,5553.7,5553.7,872.63995,0,76.48517,3801.4924,891.7081,3.349115
207.05298,6553.5,60,52.156307,6553.5,5553.7,5553.7,873.78937,0,75.07419,3799.4402,891.2267,3.3473067
207.33261,6553.5,60,52.220596,6553.5,5553.7,5553.7,873.316,0,74.60413,3863.4524,906.24194,3.4037015
208.18675,6553.5,60,52.177086,6553.5,5553.7,5553.7,883.2914,0,75.6339,3799.087,891.14386,3.3469956
209.0893,6553.5,60,52.205654,6553.5,5553.7,5553.7,886.53156,0,75.16243,3803.4216,892.16064,3.3508146
209.4628,6553.5,60,52.243965,6553.5,5553.7,5553.7,896.0987,0,74.99445,3819.9204,896.03076,3.36535
210.63576,6553.5,60,52.265575,6553.5,5553.7,5553.7,894.6422,0,75.45175,3800.487,891.4723,3.3482292
211.0901,6553.5,60,52.27886,6553.5,5553.7,5553.7,905.11316,0,75.79873,3806.9902,892.9977,3.3539584
211.45816,6553.5,60,52.305954,6553.5,5553.7,5553.7,914.7691,0,76.40033,3790.4373,889.1149,3.3393753
212.22528,6553.5,60,52.334385,6553.5,5553.7,5553.7,916.88385,0,75.21695,3774.8372,885.4556,3.3256316
212.96635,6553.5,60,52.341892,6553.5,5553.7,5553.7,918.4679,0,75.55137,3796.5813,890.55615,3.3447883
213.70236,6553.5,60,52.365612,6553.5,5553.7,5553.7,912.0509,0,77.43225,3772.294,884.8591,3.323391
214.17706,6553.5,60,52.35303,6553.5,5553.7,5553.7,916.3179,0,76.686195,3777.1497,885.99805,3.3276687
214.84341,6553.5,60,52.38322,6553.5,5553.7,5553.7,928.0817,0,76.37209,3789.8137,888.9687,3.338826
215.86989,6553.5,60,52.382706,6553.5,5553.7,5553.7,920.9525,0,77.06524,3791.3384,889.3263,3.3401692
216.4727,6553.5,60,52.394062,6553.5,5553.7,5553.7,917.97406,0,75.44959,3784.378,887.6936,3.334037
216.82576,6553.5,60,52.424496,6553.5,5553.7,5553.7,935.192,0,75.85696,3824.0867,897.00793,3.3690202
229.59082,6553.5,51.167717,51.781002,6553.5,5553.7,5553.7,871.43616,0,75.238525,3780.78,886.8496,3.3308673
219.62823,6553.5,60,52.3799,6553.5,5553.7,5553.7,942.8808,0,77.37374,3677.6116,862.64966,3.239976
221.75864,6553.5,60,52.353813,6553.5,5553.7,5553.7,946.17426,0,76.46803,3842.153,901.2458,3.384937
224.00597,6553.5,60,52.37696,6553.5,5553.7,5553.7,936.69617,0,76.33961,3767.5676,883.7504,3.319227
223.67026,6553.5,60,52.38969,6553.5,5553.7,5553.7,940.47754,0,76.04047,3889.492,912.3499,3.4266424
226.67775,6553.5,60,52.38993,6553.5,5553.7,5553.7,942.48926,0,77.8153,3910.0552,917.17346,3.4447587
227.00371,6553.5,60,52.398876,6553.5,5553.7,5553.7,929.85266,0,76.3012,3858.7625,905.1418,3.3995697
227.12434,6553.5,60,52.41582,6553.5,5553.7,5553.7,937.8498,0,73.46459,3856.5144,904.6145,3.3975892
228.16205,6553.5,60,52.42317,6553.5,5553.7,5553.7,940.14386,0,75.341225,3787.233,888.3633,3.3365524
226.9734,6553.5,60,52.43981,6553.5,5553.7,5553.7,940.8287,0,76.76871,3702.1858,868.41394,3.2616255
228.1067,6553.5,60,52.453495,6553.5,5553.7,5553.7,959.85187,0,76.78487,3711.8647,870.6843,3.2701528
230.6054,6553.5,60,52.48045,6553.5,5553.7,5553.7,952.17993,0,77.20812,3652.8496,856.84125,3.2181604
231.4944,6553.5,60,52.49159,6553.5,5553.7,5553.7,956.7193,0,75.65783,3588.0488,841.6411,3.161071
234.10596,6553.5,60,52.49965,6553.5,5553.7,5553.7,960.68933,0,74.404465,3665.1572,859.7283,3.2290034
234.87178,6553.5,60,52.54393,6553.5,5553.7,5553.7,967.5024,0,76.730995,3640.308,853.8995,3.2071116
237.59096,6553.5,60,52.53368,6553.5,5553.7,5553.7,964.3159,0,76.52019,3641.0942,854.08386,3.207804
238.16827,6553.5,60,52.562546,6553.5,5553.7,5553.7,980.2709,0,76.692474,3613.74,847.6674,3.1837049
239.0231,6553.5,60,52.54686,6553.5,5553.7,5553.7,985.9893,0,77.19564,3650.6196,856.3182,3.2161958
241.66891,6553.5,60,52.587524,6553.5,5553.7,5553.7,985.5183,0,76.224434,3633.2,852.23206,3.200849
243.19247,6553.5,60,52.607487,6553.5,5553.7,5553.7,975.0277,0,76.36613,3678.2554,862.80066,3.2405431
245.52046,6553.5,60,52.633816,6553.5,5553.7,5553.7,986.8997,0,77.14438,3650.9893,856.4049,3.2165217
245.71686,6553.5,54.953125,52.42498,6553.5,5553.7,5553.7,942.3577,0,76.93436,3627.427,850.878,3.1957633
249.26123,6553.5,60,52.698,6553.5,5553.7,5553.7,995.3793,0,77.89663,3621.715,849.5381,3.1907308
256.66727,6553.5,60,52.685535,6553.5,5553.7,5553.7,996.5741,0,77.814384,3597.8784,843.9468,3.169731
252.48735,6553.5,60,52.732594,6553.5,5553.7,5553.7,998.93054,0,78.83696,3543.402,831.1684,3.1217372
251.80515,6553.5,49.7625,52.227634,6493.376,5553.7,5553.7,965.16266,0,78.46075,3511.8254,823.76154,3.0939183
253.24927,6553.5,60,52.683815,6553.5,5553.7,5553.7,1020.3054,0,77.392395,3517.7654,825.15485,3.0991514
256.40082,6553.5,60,52.701878,6553.5,5553.7,5553.7,1023.01337,0,77.117256,3600.3782,844.53314,3.1719332
257.04193,6553.5,60,52.712467,6553.5,5553.7,5553.7,1027.3671,0,76.86309,3574.5159,838.46674,3.1491485
260.34277,6553.5,60,52.702168,6553.5,5553.7,5553.7,1025.6233,0,76.21479,3663.98,859.4521,3.2279663
262.58862,6553.5,60,52.72962,6553.5,5553.7,5553.7,1026.2887,0,77.62009,3547.2534,832.0718,3.1251302
265.2,6553.5,60,52.74499,6553.5,5553.7,5553.7,1019.2599,0,77.48624,3484.5945,817.374,3.0699277
268.10773,6553.5,60,52.77436,6553.5,5553.7,5553.7,1028.0444,0,76.850815,3549.0518,832.4936,3.1267145
271.45413,6553.5,60,52.77011,6553.5,5553.7,5553.7,1038.6628,0,78.078804,3558.3967,834.6856,3.1349475
272.54254,6553.5,60,52.793224,6553.5,5553.7,5553.7,1040.5234,0,77.62989,3540.782,830.55383,3.1194289
275.51553,6553.5,60,52.74418,6553.5,5553.7,5553.7,1046.2799,0,78.03331,3566.0334,836.477,3.1416755
278.4693,6553.5,60,52.74054,6553.5,5553.7,5553.7,1033.6495,0,77.94862,3567.332,836.78156,3.1428194
280.06097,6553.5,60,52.81762,6553.5,5553.7,5553.7,1029.9369,0,78.7327,3480.011,816.2988,3.0658896
