FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
235.45273,3342.0095,54.948742,65.06248,2044.3997,75,106.17193,301.32834,0,63.986607,4581.182,5599.2227,2.1668992
236.29623,3341.3994,54.948982,65.0386,2041.4604,75,106.1647,302.04788,0,64.52658,4512.8413,5515.695,2.134574
235.8455,3339.9194,54.94941,65.032715,2038.3372,75,106.166664,301.68018,0,64.170906,4521.768,5526.6055,2.1387963
233.79211,3337.5527,54.948223,65.033615,2040.2563,75,106.18738,299.90878,0,65.09966,4467.338,5460.0796,2.1130507
229.53949,3334.353,54.94775,65.03718,2036.1779,74.9871,106.1761,296.51202,0,66.29361,4535.13,5542.937,2.1451166
223.26486,3330.693,54.948345,65.01951,2031.9143,74.97619,106.2,291.83603,0,65.63884,4541.863,5551.166,2.1483011
219.65468,3329.4172,54.949646,65.04362,2031.271,74.99318,106.2,289.17136,0,63.686016,4525.639,5531.337,2.1406274
220.52716,3330.3513,54.949448,65.04253,2031.827,75,106.247314,289.52496,0,65.29174,4473.539,5467.659,2.0130928
219.98567,3330.8018,54.948235,65.04041,2032.2673,75,106.25287,289.12378,0,65.61506,4555.377,5567.683,2.0499196
216.33414,3330.2344,54.94805,65.06228,2032.8059,75,106.291664,286.1328,0,65.133255,4566.9272,5581.8003,2.0551174
217.88155,3331.2314,54.949,64.99038,2033.3339,75,106.3,286.95242,0,64.902985,4550.8926,5562.202,2.0479016
216.16586,3331.4053,54.949043,65.07554,2034.1417,75,106.3,285.9277,0,64.306625,4532.262,5539.431,2.0395179
216.86462,3331.8638,54.95032,65.06962,2034.3928,75,106.3,286.24777,0,63.75498,4495.3257,5494.287,2.0228965
220.28407,3333.1406,54.950066,65.04885,2034.5764,75,106.3,288.74136,0,64.28981,4461.1685,5452.5396,2.007526
220.60161,3333.1973,54.948425,65.07473,2035.0914,75,106.3,288.86194,0,66.137146,4503.773,5504.6113,2.0266979
221.37444,3330.3313,53.53894,60.265457,2041.815,74.77143,102.45629,283.502,0,64.99497,4298.4507,5253.6616,1.9343027
214.80423,3336.8818,54.9499,65.12431,2039.1372,75,106.35186,285.18365,0,65.16093,4513.6704,5516.7085,2.0311518
213.45421,3334.7754,54.9504,65.10307,2034.9275,75,106.399994,283.85135,0,66.87224,4459.0767,5449.983,2.0065846
212.16971,3333.4092,54.949936,65.11719,2034.1821,75,106.399994,282.91187,0,65.40252,4392.8433,5369.031,1.9767795
211.817,3333.623,54.948956,65.11081,2034.0017,75,106.44122,282.80994,0,63.69176,4481.4116,5477.281,2.0166352
214.75122,3334.979,54.947784,65.10926,2027.5876,75,106.402435,284.65305,0,63.48621,4430.0176,5414.466,1.9935079
214.61557,3331.7432,54.159008,64.38702,2031.9938,74.51904,103.39447,264.79913,0,54.70152,4441.185,5428.1147,1.9985332
214.80504,3341.1978,54.949295,65.18461,2026.0267,75,106.44259,284.80438,0,63.64344,4490.4795,5488.364,2.0207157
215.4216,3338.8723,54.949142,65.16687,2021.407,75,106.36363,285.01782,0,63.559025,4466.092,5458.5566,2.0097413
223.23228,3341.0078,54.948006,65.1543,2020.5276,75,106.35999,290.51126,0,63.752304,4510.294,5512.5815,2.0296323
224.33795,3340.9575,54.947872,65.115845,2020.5216,75,106.35094,291.25394,0,64.81676,4492.277,5490.5605,2.0215247
221.44806,3339.9817,54.411922,63.92362,2019.8527,75,106.36407,230.71849,0,40.858696,4462.02,5453.58,2.007909
222.79877,3374.3325,53.715973,63.909714,2112.9458,74.21744,102.89265,240.05577,0,38.95835,4289.789,5243.0757,1.9304051
221.1774,3373.567,54.94811,65.70598,2079.463,75,106.64681,289.38715,0,65.958916,4373.264,5345.1006,1.967969
219.87839,3358.8625,54.948288,65.35197,2062.2092,75,106.52971,288.53354,0,66.26006,4348.061,5314.297,1.9566275
221.4413,3354.5132,54.94911,65.15943,2054.896,75,106.5,289.26956,0,64.61234,4397.753,5375.0312,1.9789888
221.00876,3349.1978,54.94881,65.173164,2049.5137,75,106.45751,288.87527,0,66.063385,4424.9424,5408.263,1.991224
220.73497,3344.4072,54.94946,65.171455,2043.9132,75,106.399994,288.94055,0,65.88992,4379.182,5352.334,1.9706321
219.97394,3338.7322,53.896305,63.97665,2046.7006,74.89655,103.68516,277.43506,0,61.830563,4394.1323,5370.6064,1.9773597
220.87474,3347.5894,54.94848,65.17069,2044.6294,75,106.3551,289.7492,0,64.86327,4355.468,5323.3496,1.9599606
221.3987,3345.0413,54.949917,65.129395,2040.2021,75,106.34943,289.91736,0,65.49105,4417.528,5399.2007,1.9878875
221.03665,3343.4602,54.94927,65.14871,2037.3287,75,106.35,289.47656,0,65.96891,4347.034,5313.0415,1.9561653
220.15538,3342.561,54.947933,65.11112,2035.2335,75,106.351234,288.75784,0,66.075424,4373.05,5344.8384,1.9678724
218.49022,3341.6833,54.948833,65.12449,2033.746,75,106.35788,286.9453,0,66.01807,4345.4956,5311.1616,1.9554731
221.46666,3343.3647,54.948334,65.08867,2032.4943,75,106.366035,289.0486,0,67.13838,4347.3687,5313.4507,1.9563159
221.25365,3343.7136,54.949818,65.09846,2031.0862,75,106.348755,288.58426,0,66.55377,4317.1743,5276.5464,1.9427284
