FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas,Fw,GasLiquidRatio
285.55252,3765.442,57,63.05666,2387.7004,76,103.20254,744.64575,0,69.77035,3947.637,3295.7336,1.5790548,0.455,0.000218
284.18402,3720.3208,44.361797,62.51252,2393.1646,75.97143,96.009834,655.5707,0,67.90493,3833.4165,3200.3752,1.5333666,0.45499998,0.00021799999
289.2748,3769.9946,57,63.03154,2389.7634,76,103.2,751.1381,0,70.530014,3873.6287,3233.9468,1.5494515,0.455,0.00021800002
289.7208,3768.5933,57,63.02812,2387.9885,76,103.14957,750.55237,0,70.911156,3913.8982,3267.5664,1.5655593,0.45499998,0.00021799999
289.7191,3768.3828,57,63.015564,2387.9353,76,103.14906,750.7708,0,70.01517,3888.673,3246.5068,1.5554693,0.455,0.00021800002
285.09506,3767.2747,57,63.007187,2386.8914,76,103.150345,748.9526,0,70.68361,3918.6777,3271.5566,1.567471,0.455,0.00021799999
284.46634,3767.2874,57,63.04453,2386.7463,76,103.151115,749.0119,0,70.309784,3867.5693,3228.8882,1.5470277,0.455,0.000218
283.53796,3767.2622,57,63.007545,2387.1729,76,103.15261,748.83435,0,70.454666,3811.9817,3182.4802,1.5247927,0.455,0.000218
283.38193,3767.1492,57,62.983982,2387.5815,76,103.15678,747.89136,0,69.961586,3887.816,3245.7913,1.5551264,0.45499998,0.000218
284.38733,3767.2642,57,62.98609,2387.8315,76,103.15613,747.9644,0,69.78318,3848.1924,3212.7112,1.539277,0.455,0.000218
283.7632,3767.288,57,62.977654,2387.9783,76,103.189476,748.2618,0,70.38182,3860.1926,3222.7297,1.5440772,0.455,0.00021800002
284.01035,3768.1309,57,62.986603,2388.1094,76,103.2,748.4984,0,70.026985,3901.2954,3257.045,1.5605181,0.455,0.00021799999
284.1326,3768.7314,57,62.974373,2387.9963,76,103.2,748.9475,0,69.841156,3879.2866,3238.6704,1.5517147,0.45499998,0.000218
289.64554,3769.7898,57,62.975433,2388.9246,76,103.2,750.37933,0,70.61081,3924.3835,3276.3203,1.5697534,0.45499998,0.00021799999
291.21335,3770.2163,57,63.001198,2389.4385,76,103.2,750.56934,0,70.97616,3907.1323,3261.9177,1.5628529,0.455,0.000218
287.39078,3770.1604,57,63.01024,2389.44,76,103.2,750.1523,0,69.09899,3877.7056,3237.3506,1.5510823,0.455,0.000218
285.849,3769.284,57,63.02003,2388.9275,76,103.2,749.65436,0,70.15245,3820.6072,3189.6812,1.5282428,0.455,0.000218
287.87558,3768.9202,57,62.996544,2388.2068,76,103.183334,749.9344,0,70.122025,3743.4482,3125.2642,1.4973793,0.455,0.000218
287.96915,3768.3594,57,63.017246,2387.446,76,103.15074,749.3417,0,70.93021,3803.6882,3175.5564,1.5214753,0.455,0.000218
285.8761,3788.8572,57,62.81158,2389.1028,76,103.14514,781.8389,0,70.34765,3697.3984,3086.8188,1.4789594,0.45499998,0.00021800002
284.5864,3811.378,57,62.48114,2392.363,76,103,821.4347,0,70.4685,3642.1396,3040.6855,1.4568559,0.455,0.000218
271.49423,3648.66,48.7728,61.16322,2411.1113,76.02647,88.37939,788.46454,0,68.90548,3629.896,3030.4636,1.4519584,0.455,0.00021800002
270.13596,3858.9392,57,60.59387,2409.4517,76,102.2,934.09094,0,70.5305,3452.5422,2882.3977,1.8988982,0.455,0.00029975
269.5433,3858.1094,57,60.561085,2408.345,76,102.2,933.13727,0,69.55694,3520.7424,2939.3354,1.9364083,0.45499998,0.00029974998
285.80536,3886.759,60.332222,65.51681,2387.112,76,110.361534,837.83563,0,71.10778,3988.355,3329.7275,2.1935952,0.455,0.00029974998
304.48956,3917.431,63,71.23848,2353.1975,76,111.85,721.7142,0,72.327675,4486.7515,4486.7515,2.6247497,0.5,0.00029250002
303.93832,3914.8423,63,71.23653,2347.4155,76,111.899994,721.9468,0,70.53218,4415.4414,4415.4414,2.583033,0.5,0.0002925
302.26215,3912.0754,63,71.2376,2342.8608,76,111.87202,721.53064,0,71.04429,4440.4,4440.4,2.5976338,0.5,0.0002925
293.8488,3908.458,63,71.190994,2339.7302,76,111.84856,719.37054,0,71.501595,4411.137,4411.137,2.5805154,0.5,0.00029250002
304.55978,3907.38,63,71.215515,2336.2324,76,111.899994,720.382,0,72.14655,4416.779,4416.779,2.5838156,0.5,0.0002925
304.64343,3906.5273,63,71.208115,2335.199,76,111.85407,720.883,0,71.48216,4384.902,4384.902,2.5651677,0.5,0.00029250002
303.4231,3906.3875,63,71.075935,2333.9182,76,111.8477,721.2378,0,70.79638,4426.517,4426.517,2.5895123,0.5,0.0002925
304.35468,3905.0566,63,71.06368,2332.8857,76,111.85088,720.5616,0,71.903496,4526.0737,4526.0737,2.6477532,0.5,0.00029250002
303.4238,3903.8464,63,71.09087,2331.562,76,111.85018,719.7517,0,72.3852,4470.2524,4470.2524,2.6150978,0.5,0.00029250002
249.675,3902.3276,63,71.04797,2330.682,76,111.84816,718.2142,0,72.0715,4426.466,4426.466,2.5894823,0.5,0.0002925
305.82892,3904.529,63,71.09701,2330.211,76,111.85,721.6571,0,71.7947,4444.362,4444.362,2.5999517,0.5,0.00029250002
303.95947,3904.696,63,71.05807,2329.8706,76,111.835335,722.34985,0,70.85034,4430.8794,4430.8794,2.5920646,0.5,0.00029250002
303.3701,3903.9216,63,71.00641,2329.0676,76,111.83932,722.3521,0,70.85034,4473.7095,4473.7095,2.61712,0.5,0.0002925
304.05563,3903.053,63,71.01913,2328.356,76,111.84381,721.887,0,72.07195,4421.1377,3920.6316,1.6800324,0.47,0.0002014
303.87378,3902.5835,63,71.10337,2327.5122,76,111.84482,720.8748,0,29.741755,4373.603,3878.4783,1.6619692,0.47000003,0.0002014
303.73337,3902.1667,63,71.06576,2326.5073,76,111.84262,722.3172,0,0,4399.5596,3901.496,1.6718326,0.47,0.00020139999
301.28073,3901.486,63,71.08062,2325.7214,76,111.81569,721.7215,0,0,4442.355,3939.4468,1.6880949,0.47,0.00020139999
301.7044,3900.617,63,71.05198,2325.27,76,111.8,721.51715,0,0,4345.993,3853.9941,1.6514775,0.47,0.0002014
302.1028,3900.1758,63,71.07681,2324.7214,76,111.800804,721.5092,0,0,4390.8335,3893.758,1.6685168,0.47,0.00020139999
304.2514,3899.7976,63,71.10585,2324.497,76,111.8,721.92883,0,0,4243.048,3762.703,1.6123582,0.47,0.00020139999
280.90323,3489.7683,42.63768,68.39073,2360.8794,75.95902,98.443794,579.3025,0,0,3524.5686,3125.5608,1.339336,0.47,0.00020139999
301.4406,3932.8855,63,71.130745,2332.7993,76,111.782234,760.56006,0,0,4268.8286,3785.565,1.6221548,0.47,0.00020139999
302.99603,3932.3582,63,71.13618,2329.85,76,111.748314,760.7658,0,0,4225.0273,3746.7222,1.6055104,0.47,0.0002014
305.87918,3931.6335,63,71.14018,2328.2117,76,111.71328,761.05853,0,0,4212.8604,3735.9326,1.6008868,0.47,0.00020139999
301.5711,3953.7034,63,71.13045,2328.6204,76,111.756325,792.4508,0,0,4163.5854,3692.236,1.5821624,0.47,0.00020139999
302.04346,3962.046,63,71.04886,2329.9775,76,111.737976,805.84576,0,0,4168.404,3696.509,1.5839934,0.47,0.00020139999
300.78665,3961.429,63,71.03152,2329.2522,76,111.736946,805.7946,0,0,4192.977,3718.3003,1.5933312,0.47,0.00020139999
301.08362,3960.9224,63,70.99333,2328.6206,76,111.73354,806.2252,0,0,4198.788,3723.4536,1.5955395,0.47,0.00020139999
300.0569,3960.0305,63,71.00734,2327.54,76,111.71238,805.76404,0,0,4216.6934,3739.332,1.6023436,0.47,0.0002014
300.61972,3958.8352,63,70.96486,2326.5623,76,111.70068,805.4184,0,0,4194.3257,3719.4966,1.5938438,0.47000003,0.0002014
300.72824,3958.7278,63,70.95246,2325.8103,76,111.7,805.5714,0,0,4177.6978,3704.7507,1.5875251,0.47,0.0002014
300.56747,3957.895,63,70.93323,2324.8213,76,111.707695,805.51544,0,0,4182.9673,3709.4236,1.5895275,0.47,0.0002014
300.83304,3957.2869,63,70.93935,2323.9604,76,111.70133,805.4829,0,0,4215.612,3738.3726,1.6019324,0.47,0.00020139999
300.95706,3957.2827,63,70.92458,2323.288,76,111.7,805.67346,0,0,4257.004,3775.0789,1.6176614,0.46999997,0.00020139998
301.9282,3956.937,63,70.93025,2322.909,76,111.7,805.7418,0,0,4277.8823,3793.594,1.6255953,0.47,0.00020139999
302.95123,3956.1187,63,70.97609,2322.0679,76,111.7,805.4102,0,0,4252.1167,3770.7449,1.6158043,0.47,0.0002014
302.19388,3955.8,63,71.001,2321.4924,76,111.7,805.10394,0,0,4264.99,3782.1611,1.6206963,0.47,0.0002014
288.72986,3698.4604,52.688,68.910934,2345.2815,75.93485,98.647064,781.78674,0,0,4109.254,3644.0554,1.5615165,0.47,0.00020139999
296.63022,4017.052,63,70.717186,2332.558,76,111.6201,896.086,0,59.115467,4047.8442,3589.5977,1.5381807,0.47,0.00020139999
296.40942,4016.7705,63,70.67437,2331.284,76,111.59999,895.97296,0,64.5825,4074.5613,3613.29,1.5483333,0.46999997,0.00020139999
296.4082,4016.1306,63,70.60876,2330.0498,76,111.57955,895.31464,0,64.18095,4084.005,3621.6648,1.5519218,0.47,0.00020139999
295.29343,4015.6494,63,70.57091,2329.9692,76,111.55329,895.1103,0,65.43809,4095.9304,3632.2402,1.5564536,0.47,0.00020139999
294.2632,4015.1575,63,70.5725,2329.961,76,111.555626,894.5073,0,65.30117,4116.218,3650.2307,1.5641627,0.47,0.0002014
295.4204,4014.973,63,70.61137,2329.9707,76,111.551285,894.48895,0,66.7964,4047.784,3589.5442,1.5381579,0.47,0.0002014
295.14087,4015.3484,63,70.65094,2329.957,76,111.547325,894.5219,0,66.864044,4042.7854,3585.1116,1.5362585,0.47,0.0002014
294.23984,4016.8025,63,70.650795,2330.0603,76,111.54466,896.36725,0,65.847626,4028.4065,3572.3604,1.5307944,0.47,0.0002014
295.52213,4018.1624,63,70.63034,2330.4326,76,111.526825,898.0253,0,65.79217,4002.2327,3549.1497,1.5208484,0.47,0.0002014
295.9097,4018.1904,63,70.61976,2330.9336,76,111.51691,898.2186,0,64.09172,4051.9229,3593.2146,1.5397307,0.47,0.00020139999
295.48837,4018.829,63,70.54199,2331.297,76,111.50307,898.47644,0,62.66452,4067.5725,3607.0928,1.5456775,0.47000003,0.0002014
415.7828,3792.7817,55,64.45674,2447.6216,75.65318,98.2,724.8597,0,67.13684,3799.4885,3184.865,2.051344,0.45599997,0.0002937056
415.25156,3796.903,55,64.50793,2449.9775,75.7,98.25,722.182,0,65.89081,3910.7031,3278.089,2.1113887,0.456,0.00029370564
413.7881,3799.4475,55,64.55998,2451.7053,75.7,98.3,720.34094,0,66.843506,4016.0645,3366.4065,2.1682732,0.45599997,0.00029370564
409.30716,3800.5378,55,64.549545,2451.814,75.7,98.3,718.87134,0,66.65336,3737.0918,3663.09,2.017656,0.49500003,0.00027264954
411.5604,3801.3948,55,64.55213,2452.0398,75.7,98.3,718.45154,0,66.9162,3780.357,3705.4983,2.041015,0.49499997,0.00027264951
411.53827,3802.674,55,64.5738,2452.3425,75.7,98.3,717.59515,0,66.59242,3870.746,3794.0977,2.0898159,0.495,0.00027264951
413.13647,3803.9307,55,64.578735,2453.2317,75.7,98.3,717.0428,0,67.12046,3894.4048,3817.2878,2.1025894,0.495,0.00027264954
413.16177,3801.9814,55,64.543236,2451.6565,75.7,98.25244,718.2195,0,67.27842,3910.5193,3833.0833,2.1112895,0.495,0.00027264951
415.08447,3799.1152,55,64.48666,2448.8508,75.670586,98.244,719.5904,0,67.253105,4017.6392,3938.0818,2.1691234,0.495,0.00027264951
414.466,3799.5933,55,64.49976,2448.8767,75.7,98.25,718.1863,0,66.34504,4062.489,3982.0437,2.193338,0.495,0.00027264951
414.3299,3800.658,55,64.52202,2448.8953,75.7,98.3,717.12897,0,66.31647,4103.7524,4022.4897,2.215616,0.49499997,0.00027264951
396.83835,3790.1836,43.21931,64.83841,2469.1787,75.70909,94.00192,478.50067,0,54.058186,4067.1426,3986.605,2.1958504,0.495,0.00027264951
411.02277,3835.2827,55,66.53434,2466.9443,75.666664,98.71153,715.32275,0,66.14197,3802.255,3726.9626,2.0528376,0.49499997,0.00027264951
415.9382,3814.2908,55,66.09598,2454.8677,75.6625,98.45,640.8688,0,63.65288,3808.9036,3733.4797,2.0564272,0.495,0.00027264951
399.97803,3863.522,55,66.43525,2491.5183,75.659996,99.09705,701.88965,0,67.19631,3674.5034,3601.741,1.9838645,0.495,0.00027264954
416.82965,3835.608,55,65.45937,2469.0125,75.7,98.64,722.9279,0,66.84757,3548.172,3921.6638,1.9156582,0.525,0.0002564525
416.6549,3816.9814,55,65.09819,2456.6155,75.649994,98.45294,730.53925,0,65.81558,3577.5125,3954.0928,1.9314991,0.525,0.0002564525
415.8563,3810.5403,55,64.97831,2450.4668,75.59999,98.399994,730.7449,0,66.813644,3478.7883,3563.293,1.8781979,0.506,0.00026671065
415.71722,3809.2454,55,64.94723,2447.776,75.59999,98.35027,729.7781,0,66.01498,3679.6504,3769.0344,1.9866433,0.506,0.00026671062
396.33566,3464.9272,41.25,64.799416,2517.6904,76.504715,87.92667,614.0218,0,49.857777,3541.8833,3627.921,1.9122629,0.506,0.00026671062
366.5677,3039.3625,40.973927,66.22022,2733.987,74.74285,87.685074,431.8788,0,21.499762,3412.3206,3495.2107,1.842312,0.506,0.00026671062
400.875,3848.5193,55,66.06489,2485.1458,75.63555,99.06795,707.7206,0,66.34172,3683.1396,3772.6084,1.9885272,0.506,0.00026671062
415.17465,3834.757,55,65.33953,2473.5437,75.640976,98.5734,722.3094,0,67.35762,3571.694,3658.4558,1.9283578,0.506,0.00026671062
415.4882,3825.2754,55,65.174614,2466.522,75.59999,98.44805,726.49054,0,66.80232,3682.0305,3925.4702,1.9879283,0.516,0.0002613116
415.18134,3822.7422,55,65.10944,2462.9531,75.59999,98.399994,726.1448,0,66.96567,3659.3362,3901.2754,1.9756757,0.516,0.00026131162
413.92188,3821.2644,55,65.05309,2460.2173,75.59999,98.399994,725.42786,0,67.05685,3869.933,4125.7964,2.089377,0.516,0.0002613116
415.04605,3821.219,55,65.024216,2458.8347,75.59999,98.399994,724.5479,0,67.27775,3708.4973,3953.6868,2.0022178,0.516,0.00026131162
409.92697,3818.3826,45.19633,64.47787,2470.5454,75.55714,95.41013,653.18274,0,64.07727,3870.574,4126.4795,2.0897229,0.516,0.0002613116
415.45078,3816.623,55,64.127945,2463.0945,75.59999,98.351585,727.0454,0,66.47474,3609.5054,3848.1501,1.9487721,0.51600003,0.00026131162
415.238,3812.2605,55,64.03868,2459.4055,75.59999,98.3,724.6804,0,66.32234,3563.9612,3799.5947,1.9241828,0.516,0.00026131162
414.99774,3812.2422,55,64.02358,2458.0342,75.59999,98.3,722.9861,0,67.18972,3557.8467,3793.076,1.9208815,0.516,0.00026131162
414.86194,3812.7458,55,64.020775,2457.3938,75.59999,98.3,722.0067,0,67.25199,3531.5967,3765.0903,1.9067092,0.516,0.00026131162
412.88535,3814.0125,55,64.04924,2456.567,75.59999,98.3,720.70984,0,66.89468,3444.313,3672.036,1.8595847,0.516,0.00026131162
413.1691,3814.9495,55,64.01107,2457.0295,75.59999,98.3,719.282,0,67.289085,3531.9045,3765.4187,1.9068754,0.516,0.00026131162
413.95526,3816.813,55,63.97922,2457.5796,75.59999,98.3,718.36194,0,67.05415,3270.419,3486.6448,1.7656993,0.51600003,0.00026131162
416.07715,3818.0303,55,63.964798,2457.2976,75.59999,98.3,696.978,0,65.89589,3549.0237,3783.6697,1.916118,0.516,0.00026131162
417.29138,3815.5813,55,63.90935,2455.2332,75.59999,98.2575,679.27795,0,65.27585,3551.9043,3786.7407,1.9176732,0.516,0.00026131162
355.68094,3506.154,45.24586,64.83327,2525.319,76.011284,89.64803,511.81775,0,57.72434,3499.9243,3731.324,1.8896092,0.516,0.00026131162
375.83383,3549.321,33,64.760216,2505.061,75.923805,84.355675,360.867,0,35.947033,3566.098,3801.8726,1.9253362,0.516,0.0002613116
399.82184,3853.2393,55,65.21463,2491.6143,75.55263,98.793144,709.4799,0,67.59424,3567.8538,3803.7446,1.9262843,0.516,0.00026131162
419.10608,3838.7559,55,64.38581,2472.6587,75.54848,98.39583,730.56915,0,68.21754,3523.656,3756.6248,1.902422,0.516,0.00026131162
404.39774,3727.2817,45.60633,63.87735,2476.735,72.78333,89.71721,700.61487,0,66.57982,3500.0469,3731.4546,1.8896754,0.516,0.00026131162
422.96588,3813.5784,55,64.002174,2454.581,75.5,98.11022,748.4862,0,67.50037,3649.6772,3548.8972,1.9704609,0.49300003,0.00027372933
422.6657,3803.489,55,63.862072,2444.9854,75.5,98.0375,749.4291,0,67.412155,3608.5437,3508.8994,1.9482528,0.49299997,0.0002737293
422.02145,3796.3608,55,63.747204,2437.8538,75.5,97.9463,750.1322,0,66.31919,3637.861,3537.4072,1.9640813,0.49299997,0.0002737293
421.95316,3789.6907,55,63.654827,2431.275,75.45377,97.85071,742.13617,0,66.75862,3730.017,3374.7773,2.0138364,0.475,0.00028344753
419.31168,3777.8167,45.386333,63.72491,2433.6943,75.448456,91.13333,710.0667,0,66.07604,3800.053,3438.143,2.0516486,0.47499996,0.0002834475
422.62665,3783.7498,55,64.41852,2425.439,75.399994,97.8,756.1907,0,67.68245,3673.067,3323.251,1.9830889,0.475,0.0002834475
422.39423,3778.7507,55,64.36349,2419.5476,75.399994,97.761765,755.1202,0,68.064384,3771.7883,3412.5703,2.0363886,0.47500002,0.00028344753
411.98904,3743.3003,45.041,64.79907,2440.823,75.51111,94.97826,635.8952,0,63.824066,3852.9048,3485.9614,2.0801835,0.475,0.00028344753
421.73868,3780.4165,55,65.38404,2427.5679,75.399994,97.8,754.6903,0,66.15729,3689.3845,3338.0146,1.9918988,0.475,0.0002834475
421.3955,3786.5981,55,65.46895,2427.1213,75.45,97.85128,749.8419,0,67.577805,3685.0789,3334.119,1.9895741,0.475,0.0002834475
420.97083,3786.8728,55,65.431885,2426.1875,75.451385,97.85,748.7359,0,67.29633,3688.3213,3337.0525,1.9913247,0.47499996,0.0002834475
420.2793,3781.8176,55,65.343056,2421.6646,75.399994,97.8,749.80383,0,67.415695,3725.5032,3370.6934,2.0113993,0.47500002,0.00028344753
420.48993,3776.5427,55,65.25031,2417.1091,75.399994,97.74545,750.6626,0,67.650635,3717.999,3363.9038,2.0073478,0.475,0.00028344753
420.74472,3771.629,55,65.18142,2412.9966,75.399994,97.7,751.4166,0,67.86496,3676.463,3326.3235,1.9849224,0.47500002,0.00028344753
420.3634,3766.9363,55,65.1229,2409.587,75.399994,97.649994,751.9898,0,66.630936,3737.81,3184.0603,2.0180438,0.46,0.00029154602
419.88525,3762.5,55,65.03237,2405.6501,75.399994,97.59999,752.31244,0,66.66278,3773.3762,3214.3574,2.0372458,0.46,0.000291546
419.94046,3758.2231,55,64.95309,2401.6072,75.399994,97.59999,752.5969,0,67.5988,3782.8047,3222.389,2.0423362,0.46,0.00029154602
419.87228,3753.8977,55,64.94074,2397.5693,75.399994,97.54747,752.96173,0,67.327995,3735.3628,3181.9756,2.0167224,0.45999998,0.00029154602
415.7571,3742.7104,45.427586,63.989513,2405.5244,73.101555,92.0836,670.5777,0,64.64369,3767.4038,3209.27,2.0340214,0.46,0.000291546
420.13446,3750.7214,55,63.282448,2395.3394,75.3494,97.59999,757.65405,0,67.08723,3696.869,3149.1846,1.9959396,0.45999998,0.000291546
419.86594,3744.994,55,63.226707,2390.3186,75.334206,97.548195,756.97626,0,67.213684,3767.2314,2997.4148,2.0339284,0.4431,0.0003006703
379.20474,3499.8674,44.64491,63.794373,2439.8606,75.740814,86.98014,617.15295,0,63.66027,3836.2314,3052.315,2.0711813,0.4431,0.0003006703
419.86758,3736.945,55,64.92222,2392.4805,75.3,97.45,758.4101,0,67.20901,3799.7417,3023.2817,2.0514808,0.4431,0.00030067033
419.00006,3729.8618,55,64.81318,2386.2358,75.3,97.399994,756.3852,0,66.82958,3787.4456,3013.4983,2.044842,0.4431,0.00030067033
418.5645,3726.6045,55,64.7463,2383.0698,75.3,97.399994,487.68182,0,53.962757,4351.2427,3462.086,2.349236,0.4431,0.00030067033
407.27838,3754.775,45.661667,63.636005,2438.8862,70.770584,93.19375,454.91696,0,50.147663,4400.8735,3501.5752,2.3760319,0.44310004,0.00030067033
421.14786,3741.0327,55,63.310482,2398.1494,75.3,97.46363,760.7854,0,66.452446,3672.3076,2921.8882,1.982679,0.4431,0.00030067033
419.72037,3729.0513,55,63.128582,2388.7766,75.3,97.399994,757.85876,0,65.717575,3708.7576,2950.89,2.0023582,0.4431,0.0003006703
408.50244,3764.907,47.22586,64.53488,2439.8994,70.26,93.17656,378.0249,0,47.381157,4521.269,3597.3682,2.4410331,0.4431,0.0003006703
423.0355,3736.1035,55,64.08605,2400.5913,75.3,97.462494,765.2417,0,66.638084,3676.88,2925.5261,1.9851476,0.44309998,0.00030067033
422.80936,3723.65,55,63.983753,2389.2397,75.3,97.3484,763.517,0,67.05961,3651.4575,2905.2988,1.9714221,0.4431,0.00030067033
422.31024,3717.713,55,63.93948,2382.6184,75.3,97.3,761.9904,0,67.27779,3653.1128,2906.6157,1.9723157,0.4431,0.00030067033
421.3543,3713.54,55,63.841507,2378.0464,75.3,97.3,760.6216,0,66.8865,3688.2393,2934.5645,1.9912806,0.4431,0.00030067033
421.5409,3709.9,55,63.836693,2374.6055,75.3,97.3,759.4595,0,67.593575,3674.4634,2923.6035,1.9838428,0.4431,0.0003006703
420.88815,3706.477,55,63.841427,2371.8555,75.3,97.3,758.52936,0,67.49709,3892.81,2537.3352,2.1017282,0.39459997,0.00032685546
416.71835,3656.9775,45.06931,63.53432,2376.9875,75.76207,86.24246,740.88885,0,66.62016,3860.7737,2516.4539,2.0844316,0.39459997,0.00032685546
420.45642,3700.8062,55,64.15855,2366.834,75.3,97.2,758.2151,0,67.22976,3881.9526,2530.2583,2.0958664,0.39459997,0.00032685552
344.83194,3280.248,33,64.41484,2438.8176,76.3709,79.69354,540.19385,0,51.376453,4147.3022,2703.2134,2.2391286,0.39459997,0.0003268555
346.47498,3185.238,41.120712,54.126717,2558.4492,58.331577,78.85249,237.0808,0,27.694202,4129.1387,2691.3743,2.229322,0.3946,0.0003268555
435.97714,3795.9805,55,63.597668,2516.0125,74.931244,97.13158,796.7054,0,65.65898,4080.997,2659.9956,2.2033305,0.39459997,0.0003268555
415.03763,3620.2793,45.091934,64.08068,2485.8784,75.17303,86.03283,738.65936,0,66.3015,3982.2632,2595.6409,2.150024,0.39459997,0.00032685546
438.75867,3737.282,55,64.83573,2443.7158,75.09999,97,791.7186,0,66.95407,4589.4614,2252.3115,2.4778504,0.32919997,0.00036216495
437.056,3723.188,55,64.67378,2426.2856,75.09999,96.94888,790.19904,0,67.05676,4518.5073,2217.4902,2.4395423,0.32919997,0.00036216495
435.80258,3711.7996,55,64.54996,2413.6628,75.09999,96.899994,788.8862,0,66.97301,4522.538,2219.4683,2.4417183,0.32919997,0.00036216495
435.25446,3704.1228,55,64.44333,2403.3083,75.09999,96.85571,787.7166,0,67.502754,4512.268,2214.4282,2.4361737,0.32919997,0.00036216495
434.2767,3696.6204,55,64.36234,2394.1355,75.09999,96.82857,786.19434,0,67.2277,4609.075,2001.7614,2.4884398,0.3028,0.0003764183
431.4999,3689.7786,55,64.28451,2385.976,75.12499,96.8,784.5408,0,66.43992,4521.5405,1963.7443,2.44118,0.3028,0.00037641832
428.51193,3683.3389,55,64.23508,2378.9,75.12499,96.8,783.18414,0,67.38436,4502.715,1946.3182,2.431016,0.3018,0.0003769582
431.59558,3678.1062,55,64.231255,2373.1174,75.1417,96.8,781.9294,0,68.04572,4462.5425,1928.9536,2.409327,0.3018,0.00037695823
430.73526,3674.2434,55,64.18375,2367.9873,75.157104,96.8,780.3272,0,67.75233,4582.923,1980.9883,2.4743202,0.30179998,0.0003769582
429.0177,3670.9258,55,64.15872,2363.434,75.174995,96.8,778.54297,0,66.71346,4602.095,1989.2758,2.4846714,0.30179998,0.0003769582
430.07053,3667.9705,55,64.13291,2358.804,75.2,96.8,776.94977,0,67.43234,4676.96,2021.6364,2.5250907,0.3018,0.0003769582
426.9689,3662.698,45.36793,63.051483,2372.0068,75.18265,93.27154,696.3667,0,65.969505,5043.09,2179.8975,2.7227643,0.30179998,0.0003769582
430.8606,3665.8079,55,62.484898,2358.5334,75.15989,96.8,778.3772,0,67.613884,4829.641,2087.6333,2.6075232,0.30179998,0.0003769582
429.7383,3660.803,55,62.43574,2350.9268,75.2,96.8,775.8717,0,67.93583,4784.696,2068.2056,2.5832574,0.30179998,0.0003769582
429.15573,3656.6013,55,62.427944,2346.1814,75.18,96.75787,774.5569,0,67.71157,4796.684,2073.3875,2.5897298,0.30179998,0.00037695823
428.79202,3652.6038,55,62.399536,2342.1733,75.2,96.7,773.5829,0,68.07298,4763.244,2058.933,2.5716758,0.3018,0.00037695823
428.19547,3649.2478,55,62.32749,2338.5486,75.2,96.7,772.68036,0,67.79163,4808.989,2078.7063,2.596373,0.30179998,0.00037695817
427.47098,3646.255,55,62.285908,2335.7905,75.2,96.7,771.54584,0,67.207085,4811.6816,2079.8706,2.5978272,0.3018,0.0003769582
426.97784,3644.061,41.25,62.19673,2333.3135,75.2,96.7,597.5302,0,60.89422,4970.669,2148.5933,2.6836643,0.30179998,0.0003769582
425.30667,3662.9631,46.77222,63.22479,2350.8389,75.15385,94.474655,747.80634,0,65.999275,4692.0933,2028.1779,2.5332613,0.3018,0.0003769582
427.16568,3642.0864,55,63.10639,2325.942,75.2,96.651375,771.74506,0,67.74719,4636.6255,2004.2017,2.5033143,0.3018,0.0003769582
426.7011,3637.955,55,63.086025,2319.7053,75.2,96.653564,769.32275,0,67.95238,4500.1904,1981.432,2.429653,0.3057,0.0003748526
425.9281,3635.7976,55,63.085407,2316.6594,75.2,96.65791,767.5895,0,68.19512,4518.762,1989.6089,2.4396796,0.30569997,0.00037485256
425.07758,3633.7764,55,63.05538,2314.5093,75.2,96.64857,766.3931,0,66.99071,4604.811,2027.496,2.486138,0.30569994,0.00037485268
409.9266,3554.3875,44,62.999603,2324.335,75.71153,93.119385,730.2469,0,65.95251,4680.4487,2060.7996,2.5269744,0.3057,0.00037485262
465.9355,2710.8247,42.496784,63.716415,2568.4065,74.72391,84.604164,499.54294,0,38.024017,5232.9785,2304.0784,2.8252854,0.30570003,0.00037485262
426.94537,3680.0078,55,64.49282,2352.3545,75.2,97.03145,766.5922,0,67.646576,4679.795,2060.5117,2.5266213,0.3057,0.0003748526
427.25244,3646.0037,55,63.94789,2329.063,75.2,96.59999,771.58594,0,67.20635,4611.8467,2030.594,2.489936,0.3057,0.00037485262
426.22806,3637.4414,55,63.886806,2321.0332,75.2,96.453995,768.6719,0,68.07217,4740.37,2087.183,2.5593262,0.3057,0.00037485262
423.92145,3631.6274,55,63.862762,2315.3784,75.2,96.399994,766.8489,0,68.20098,4605.8267,2027.9435,2.486686,0.3057,0.00037485262
419.32843,3624.258,55,63.80415,2311.975,75.2,96.399994,763.79675,0,68.93844,4649.1885,2047.0356,2.510097,0.3057,0.0003748526
419.38098,3621.3806,55,63.751793,2309.1313,75.2,96.399994,762.51337,0,67.6251,4364.262,1921.5826,2.3562653,0.30569997,0.00037485262
421.013,3618.6665,55,63.717354,2307.3494,75.2,96.399994,761.18896,0,67.95858,4687.1465,2063.7485,2.5305905,0.3057,0.0003748526
420.37918,3616.5957,55,63.69035,2304.9338,75.2,96.399994,760.1262,0,68.08249,4501.2725,1981.9084,2.430237,0.3057,0.0003748526
