FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
247.42728,3547.263,55,42.82845,2200.425,101.360504,109.98925,738.3343,0,0,2315.737,121.8808,1.6967405
244.79497,3569.0154,55,42.84698,2215.722,101.39861,110.0882,747.12634,0,0,2336.1885,122.9572,1.7117254
240.96634,3580.8,55,42.914036,2221.5984,101.463684,110.17611,747.651,0,0,2288.607,120.4529,1.6768622
244.38069,3549.1052,55,43.013508,2194.7314,101.4743,110.193985,725.8907,0,0,3281.0984,0,2.4040608
245.69489,3288.9062,55,43.360126,1993.401,101.35166,110.13163,599.3662,0,0,2561.5288,134.8172,1.8768321
228.66356,3321.263,55,43.311256,2014.1272,101.449615,110.22943,609.9727,0,0,2512.179,132.2199,1.8406734
218.10994,3345.6208,55,43.287083,2023.2797,101.52247,110.31878,613.049,0,0,2480.6475,130.5603,1.8175704
225.59898,3367.5776,55,43.263275,2029.4329,101.590805,110.43996,612.5529,0,0,2439.4185,128.3904,1.787362
221.8784,3387.0496,55,43.292286,2032.3848,101.64183,110.5238,608.3607,0,0,2509.47,132.0773,1.8386886
229.6536,3405.1665,55,43.34145,2035.5093,101.67048,110.61755,604.3534,0,0,2496.207,131.3793,1.8289708
236.7807,3419.221,55,43.415234,2036.0955,101.68399,110.69399,598.4644,0,0,2428.891,127.8363,1.7796485
227.95578,3437.4395,55,43.524715,2041.4012,101.73115,110.7043,594.9437,0,0,2534.5457,133.3971,1.8570616
232.11652,3454.9575,55,43.615673,2045.3457,101.75,110.718704,590.9832,0,0,2527.08,133.0042,1.8515916
233.48726,3472.5098,55,43.676495,2050.2625,101.76124,110.723595,587.2299,0,0,2441.539,128.502,1.7889158
236.22377,3489.8315,55,43.709282,2054.1458,101.76535,110.751595,582.8108,0,0,2457.3916,129.3363,1.8005308
234.88606,3325.9202,29.065454,41.71471,2433.5684,135.04948,128.48741,453.9386,0,0,2480.307,130.5424,1.817321
236.0186,3512.6873,55,44.533566,2020.2915,101.69823,110.9745,546.7963,0,0,2499.1833,131.5359,1.8311516
245.09596,3487.9768,55,44.308647,2026.0125,101.755394,111.0006,544.34784,0,0,2553.0042,134.3686,1.8705863
240.69894,3500.056,55,44.309597,2026.5593,101.791275,111.07883,539.7741,0,0,2706.1184,142.4272,1.982773
241.87274,3510.342,55,44.31633,2021.108,101.8124,111.11515,527.21136,0,0,2663.8528,140.2027,1.9518049
239.4096,3514.2139,55,44.385044,2012.0093,101.81941,111.155495,514.6292,0,0,2688.9263,141.5224,1.9701763
216.03055,3519.4727,55,44.44881,2005.5214,101.84572,111.2029,503.1236,0,0,2705.8738,142.4144,1.9825937
680.87897,3661.6616,16.17647,39.569614,3122.2632,101.505905,107.77166,794.20337,0,0,2748.8457,144.676,2.014079
581.72894,3761.5903,22.09469,40.764442,3299.832,100.780365,106.725784,716.8206,0,0,3033.9211,159.68,2.222954
235.55591,3506.1614,55,45.046368,1975.0123,101.769615,111.20237,464.0117,0,0,2886.4902,151.9205,2.1149316
236.4528,3503.575,55,45.061626,1966.5563,101.84614,111.28856,459.36554,0,0,2843.406,149.6529,2.0833638
238.65283,3508.0415,55,45.144775,1963.5668,101.871445,111.39036,454.4045,0,0,2957.2063,155.6424,2.1667452
234.04277,3513.7534,55,45.140766,1960.5629,101.88841,111.41659,448.76028,0,0,2879.9377,151.5756,2.1101305
237.89684,3527.283,55,45.109917,1964.3314,101.887314,111.420425,445.37152,0,0,2853.6472,150.1919,2.0908675
237.00258,3480.7043,41.888237,44.51243,2271.8833,101.92442,110.730194,417.48096,0,0,2810.5583,147.9241,2.0592961
236.8914,3485.3108,48.423912,44.73609,2145.3333,101.91137,111.03406,428.1468,0,0,2826.358,148.7556,2.0708725
240.97395,3638.7432,24.636585,43.317753,2744.666,101.72819,108.72397,326.88428,0,0,3134.2854,164.9623,2.296491
234.61095,3614.5525,55,45.284782,2004.1617,101.84991,111.154015,434.94452,0,0,2770.409,145.8109,2.0298786
237.39076,3597.7986,55,45.207172,1991.298,101.883575,111.04696,435.89688,0,0,2683.4363,141.2334,1.9661537
241.65549,3607.3115,55,45.267666,1993.4897,101.93801,110.97943,432.0802,0,0,2832.4065,149.074,2.0753043
479.12585,3598.9714,38.314606,43.95742,2539.078,101.90933,109.275276,589.0368,0,0,2880.5137,151.6059,2.1105523
880.0718,3895.764,9.649485,26.716505,3809.3545,100.90025,103.976814,868.18475,0,0,3036.052,159.7922,2.2245152
401.66177,3795.462,36.93,44.093025,2880.578,101.41616,108.59672,508.28253,0,0,2838.004,149.3686,2.0794055
237.89786,3619.5168,55,45.51318,1992.8069,101.8637,110.762085,414.89813,0,0,2702.2969,142.2261,1.9799728
240.01166,3621.46,55,45.516678,1988.4521,101.917725,110.79006,412.41733,0,0,2795.1758,147.1145,2.0480254
241.11736,3628.8625,55,45.478363,1990.8553,101.95484,110.78316,409.85144,0,0,2824.51,148.6584,2.0695186
