date,count
2017-10-29,93139
2017-10-30,124394
2017-10-31,119892
2017-11-01,116918
2017-11-02,105910
2017-11-03,96489
2017-11-04,65868
2017-11-05,68341
2017-11-06,100629
2017-11-07,101787
2017-11-08,103003
2017-11-09,98564
2017-11-10,93273
2017-11-11,67074
2017-11-12,65436
2017-11-13,93394
2017-11-14,99003
2017-11-15,93440
2017-11-16,92663
2017-11-17,88521
2017-11-18,59659
2017-11-19,60981
2017-11-20,90226
2017-11-21,95118
2017-11-22,89963
2017-11-23,79902
2017-11-24,72485
2017-11-25,53133
2017-11-26,57272
2017-11-27,89352
2017-11-28,87784
2017-11-29,91820
2017-11-30,89027
2017-12-01,85180
2017-12-02,54314
2017-12-03,59833
2017-12-04,85923
2017-12-05,86751
2017-12-06,83459
2017-12-07,82022
2017-12-08,75129
2017-12-09,55571
2017-12-10,51544
2017-12-11,82138
2017-12-12,82853
2017-12-13,82070
2017-12-14,82000
2017-12-15,77253
2017-12-16,48059
2017-12-17,50094
2017-12-18,76746
2017-12-19,79560
2017-12-20,78100
2017-12-21,73917
2017-12-22,63888
2017-12-23,51316
2017-12-24,39888
2017-12-25,39750
2017-12-26,50787
2017-12-27,58854
2017-12-28,64262
2017-12-29,60190
2017-12-30,46714
2017-12-31,41766
