FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
358.64835,3838.072,31.08661,60.524532,2890.4028,85.11715,105.836,222.53865,0,0,4746.877,1791.5209,2.6957514
411.85095,3790.4995,55,63.399643,2657.8398,106.75319,113.99603,498.89188,0,61.301167,5710.8213,1186.3058,3.2431755
412.5275,3821.458,55,62.973633,2695.7292,106.751205,114.08955,577.75745,0,66.48341,5618.5117,3399.9663,4.7785444
411.67697,3859.2463,55,62.692623,2726.6228,106.70095,114.01142,651.2178,0,68.74554,2368.0762,1199.9156,2.0140488
413.292,3852.679,55,62.505497,2733.7295,106.66985,113.90123,658.38007,0,69.406265,2447.31,1240.0638,2.0814373
412.4687,3845.631,55,62.344677,2737.3481,106.6,113.81097,662.3628,0,69.59511,2434.213,1233.4275,2.070298
415.18073,3843.6848,55,62.255474,2741.6643,106.5641,113.72557,667.7908,0,69.346924,2435.2654,1233.9608,2.0711932
412.6828,3874.036,55,62.158382,2755.2085,106.5,113.68314,711.2877,0,69.876236,2535.2285,1284.6125,2.1562119
414.127,3871.117,55,61.983044,2757.2874,106.44939,113.60683,713.8919,0,70.35565,5863.871,0,4.987222
402.37735,3868.8708,55,61.879032,2758.9683,106.40641,113.54377,716.8196,0,71.23191,6100.823,0,5.1887503
413.83466,3865.8342,55,61.78405,2760.1548,106.36357,113.48932,717.8665,0,70.714035,6307.88,109.0884,5.364852
415.88504,3863.481,55,61.69978,2760.708,106.348785,113.44566,719.18207,0,70.770584,6687.204,426.8428,5.687467
420.15268,3851.157,50.54054,61.495247,2752.4583,105.72796,113.077194,718.8055,0,71.28247,5965.0776,103.16,5.0732985
423.65356,3859.503,55,61.606426,2760.2961,106.3,113.39947,722.4301,0,70.86995,5994.293,103.6652,5.098146
429.09183,3857.5981,55,61.545662,2759.1875,106.3,113.37612,724.48315,0,70.48133,6178.515,106.8512,5.254827
428.5186,3855.1484,55,61.51985,2756.9365,106.251076,113.36066,724.6892,0,70.32093,6119.0083,105.8221,5.2042165
428.52695,3852.308,55,61.461964,2754.4058,106.25053,113.33564,724.7368,0,70.23279,6179.608,106.8701,5.2557564
422.9623,3848.6545,55,61.444904,2751.2983,106.2504,113.32024,723.6553,0,70.3016,6212.111,107.4322,5.2834
417.09515,3845.2878,55,61.447514,2747.9858,106.248795,113.30399,722.5928,0,70.73544,6222.7188,107.6156,5.2924223
418.41547,3843.538,55,61.461086,2746.1445,106.2,113.28842,723.1494,0,70.43005,6220.338,107.5745,5.2903976
429.30872,3843.209,55,61.381084,2745.2861,106.2,113.28167,725.22925,0,71.40706,6101.7134,105.523,5.189507
417.8347,3678.9766,51.213333,61.381985,2797.1714,106.20588,112.882675,699.5097,0,70.487274,6132.652,106.058,5.2158203
393.60498,3736.6775,41.25,61.58988,2776.574,106.28,112.970985,721.0448,0,73.1248,6025.6875,104.2082,5.1248474
310.38754,2597.3567,10.878649,38.8588,2499.273,51.543713,70.013535,170.97917,0,42.31786,5588.5835,96.6489,4.7530904
425.66025,3911.6277,55,61.881874,2840.9868,106.35571,113.56613,777.1999,0,74.00586,5626.3813,97.3026,4.7852373
435.81177,3907.3167,55,61.919067,2830.563,106.32902,113.57387,776.70874,0,74.7434,5598.6836,96.8236,4.7616806
430.2479,3897.3499,55,61.914856,2819.3042,106.3,113.565056,767.11646,0,74.8902,5581.9194,96.5337,4.747422
412.49164,3882.7744,55,61.87861,2807.5085,106.2628,113.54589,754.7577,0,74.878624,5706.159,98.6823,4.8530884
423.5027,3879.6274,55,61.921547,2799.5554,106.25526,113.47629,756.7594,0,74.820984,5781.6357,99.9876,4.917281
419.62692,3874.9517,55,61.92243,2792.2603,106.23105,113.41304,756.3503,0,75.24299,5787.8965,100.0958,4.922606
430.71616,3855.0356,55,61.91782,2781.557,106.19597,113.34541,735.5696,0,75.95377,5768.7124,99.7641,4.90629
