FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
205.89955,4293.6743,27.027723,32.17485,3095.18,1341.9384,990.5946,178.62563,0,48.75623,3643.2065,1280.0455,2.3243659
618.0454,3327.2021,38.09302,40.830193,2264.9941,970.95294,1098.8971,210.36346,0,58.547596,3869.8284,0,2.4689505
259.14835,3275.959,55,31.172016,2140.1602,100.399994,116.59999,322.03613,0,61.0232,4278.6196,0,2.7297595
269.86224,3277.0962,55,31.122795,2140.7617,100.399994,116.59999,329.96426,0,61.936977,5082.8115,2736.8984,3.2428339
279.99454,3271.3333,55,31.106781,2137.663,100.388054,116.59552,328.80106,0,61.29719,977.143,526.1539,0.62341726
232.3372,3291.0723,32.78,30.151928,2215.1602,100.27692,113.1875,269.7407,0,55.803032,1231.7155,663.2313,0.78583443
204.91158,3256.3093,55,31.380474,2125.7603,100.292305,116.6485,292.0004,0,60.11354,4502.468,0,2.8725746
199.51541,3230.7173,55,31.267277,2102.8892,100.3,116.575,287.53427,0,60.492493,4505.957,0,2.8748004
196.7288,3219.5295,55,31.206877,2091.4863,100.3,116.53823,284.11246,0,60.920143,4661.249,0,2.9738767
195.052,3212.961,55,31.184069,2082.1116,100.3,116.5,283.18692,0,61.726788,4629.179,0,2.9534163
196.67732,3207.664,55,31.144688,2076.5027,100.26774,116.5,283.1264,0,61.466236,4582.075,0,2.9233642
195.04285,3201.716,55,31.120565,2070.5698,100.23872,116.5,281.8001,0,62.344006,4284.1387,0,2.7332804
193.7176,3197.432,55,31.078362,2067.355,100.2,116.45429,281.64978,0,62.916565,4554.948,0,2.906057
194.18858,3193.486,55,31.07422,2064.412,100.2,116.399994,281.34872,0,63.99367,4298.3496,0,2.7423472
193.41682,3188.7314,55,31.054976,2060.837,100.2,116.399994,280.32022,0,64.05493,4344.174,0,2.771583
193.53333,3185.3845,55,31.041855,2058.2812,100.2,116.399994,280.29254,0,63.61761,4214.457,0,2.6888237
314.01913,3091.7798,12.790698,29.725119,2473.7393,99.93407,103.03103,344.00986,0,59.187313,4581.5303,0,2.9230165
225.23488,3410.209,27.97619,30.052828,2878.8281,98.965454,107.06747,295.02155,0,48.745483,4047.4014,0,2.582242
