FlowlinePressure,DischargePressure,MotorFrequency,CurrentPhaseA,IntakePressure,IntakeTemperature,MotorTemperature,UpstreamPressure,FlowlineTemperature,WellHeadTemperature,wtOil,wtWater,wtGas
209.95338,3166.9202,54.9249,43.13175,2039.5267,104.3,118.827614,266.07904,0,70.82458,3772.6345,354.9743,2.142102
213.8518,3179.977,54.92519,43.239487,2054.9268,104.3,118.7,269.5764,0,71.47777,3775.0103,355.1979,2.1434507
216.11436,3189.45,54.926018,43.246044,2066.209,104.3,118.7,271.44095,0,72.07977,3693.6995,347.5472,2.0972824
291.92517,3192.0261,41.34749,35.673977,2693.823,102.69683,108.118996,334.527,0,42.916782,3733.0964,351.2541,2.119652
215.59305,3203.536,54.92927,43.765312,2089.2747,104.2,118.92824,272.45346,0,72.60522,3735.0369,196.5808,2.120754
214.82655,3204.6953,54.93084,43.685596,2092.177,104.2,118.9,272.36746,0,72.86556,3774.4595,355.146,2.143138
214.02197,3206.6763,54.933014,43.690178,2096.2617,104.2,118.9,271.92804,0,73.42219,3744.9353,352.3681,2.1263742
212.2766,3207.862,54.92766,43.686623,2099.8557,104.2,118.86177,271.19275,0,73.54954,3769.206,354.6517,2.140155
214.5351,3213.5955,54.93006,43.686287,2106.1296,104.2,118.84003,272.8836,0,73.90258,3761.5518,353.9315,2.1358092
215.18306,3217.9402,54.931362,43.688686,2111.2742,104.2,118.8,273.7727,0,74.42738,3772.0308,354.9175,2.1417592
214.24706,3219.8152,54.929413,43.692818,2114.9248,104.199,118.8,273.1979,0,74.4906,3736.996,351.6211,2.1218665
213.99532,3224.5334,54.930546,43.90101,2123.3503,104.1419,118.755,273.58777,0,74.28192,3828.1816,360.2009,2.1736414
213.02628,3229.4646,54.93071,44.00901,2132.783,104.1,118.7,273.43475,0,74.229614,3867.1929,363.8715,2.1957922
213.28807,3232.9065,54.93035,44.06823,2136.9888,104.1,118.7,273.7789,0,74.42625,3815.9595,359.0508,2.1667018
213.80952,3236.3418,54.931072,44.07478,2140.8467,104.1,118.7,274.29858,0,74.68123,3773.7905,355.0831,2.1427584
210.71753,3175.7224,52.098724,42.595257,2250.4023,103.828835,114.551285,262.83545,0,72.69412,3655.6028,343.9626,2.0756512
212.30455,3239.5205,54.927814,43.248936,2151.882,104,118.20288,273.06985,0,75.09053,3764.917,354.2482,2.1377199
213.79138,3243.7983,54.926224,43.265285,2155.9307,104,118.2,274.036,0,74.80679,3761.9739,353.9713,2.1360488
214.25992,3248.1873,54.928352,43.27317,2159.294,104,118.2,274.3311,0,74.738045,3798.9534,357.4507,2.1570456
212.81895,3251.239,54.929348,43.2846,2163.0217,104,118.2,273.3219,0,74.73263,3807.0527,358.2128,2.1616445
213.34105,3257.1155,54.93003,43.371365,2168.3633,103.94297,118.2,273.6152,0,74.81119,3812.03,358.6811,2.1644707
201.43443,3102.4011,44.03698,37.247986,2570.0261,102.13955,109.84289,231.80847,0,63.505463,3137.452,295.2088,1.7814451
212.53676,3269.4807,54.93294,44.291874,2175.3547,103.884674,118.56043,272.5891,0,74.61522,3805.0422,358.0236,2.160503
212.14267,3270.0815,54.935,44.46306,2178.077,103.9,118.62761,273.00333,0,75.299194,3839.3718,361.2538,2.1799953
220.95872,3278.5642,54.93585,44.477818,2183.697,103.895,118.66322,276.1266,0,75.31479,3855.5398,362.775,2.1891754
234.19012,3292.6714,54.93389,44.486164,2192.9673,103.875435,118.67139,281.5616,0,75.162476,3783.21,355.9694,2.1481066
213.21237,3281.0205,54.934086,44.492123,2191.6755,103.855316,118.7,273.42392,0,75.831566,3783.0273,355.9522,2.1480029
213.44273,3284.066,54.936924,44.504017,2195.0635,103.8,118.7,273.5566,0,75.73061,3821.0535,359.5302,2.169594
214.42918,3287.92,54.93678,44.669903,2199.4333,103.8,118.7,274.24808,0,75.86717,3784.573,356.0976,2.1488805
214.39485,3290.403,54.935574,44.87151,2202.362,103.8,118.7,274.39117,0,76.013054,3840.5374,361.3634,2.1806571
213.87819,3292.023,54.935715,44.873455,2205.085,103.8,118.7,274.006,0,76.25844,3827.5847,360.1447,2.1733027
214.4462,3296.2158,54.937923,44.884388,2210.4153,103.76637,118.66585,274.70844,0,76.42379,3799.8477,357.5349,2.1575534
214.55789,3298.84,54.936363,44.881943,2213.6792,103.702,118.7,274.83344,0,75.948235,3714.2393,349.4798,2.108945
214.32942,3300.6555,54.935238,44.881145,2214.6284,103.7,118.68468,274.78366,0,76.06829,3691.0645,347.2993,2.0957863
213.14914,3301.269,54.935295,44.884903,2214.7014,103.7,118.66284,273.91,0,75.62872,3666.6377,345.0009,2.0819168
214.14859,3304.049,54.9375,44.885113,2216.241,103.7,118.67222,274.5211,0,76.39991,3706.344,348.7369,2.1044621
